Questions,Subject,Question,option_1,option_2,option_3,option_4,correct_answer,topic,Topic_Difficulty,student_id,quiz_attempt,score,time_taken,difficulty,recommended_next_topic
"When an organic compound is present in an aqueous medium and is less soluble in any organic solvent then it is separated by?
A. Continuous extraction
B. Distillation
c. chromatography
D. Sublimation",Physics,When an organic compound is present in an aqueous medium and is less soluble in any organic solvent then it is separated by?,Continuous extraction,Distillation,chromatography,Sublimation,,Kinematics,Easy,1038,8,58,281,Medium,mechanics
"When viewed in white light, soap bubble show colors because of
A . Interference
B. Scattering
c. Diffraction
D. Dispersion",Physics,,,,,,,Optics,Easy,1073,10,23,164,Easy,optics
"A capacitor of capacitance \( C \) has initial
charge \( Q_{0} \) is connected to a inductor of
inductance L as shown. Att = 0 switch S
is closed. Then the current though the
inductor when energy in the capacitor is
three times energy of inductor is
A \( \cdot \frac{Q_{0}}{2 \sqrt{L C}} \)
B. \( \frac{Q_{0}}{\sqrt{L C}} \)
c. \( \frac{2 Q_{0}}{\sqrt{L C}} \)
D. \( \frac{Q_{0}}{4 \sqrt{L C}} \)",Physics,"A capacitor of capacitance \( C \) has initial
charge \( Q_{0} \) is connected to a inductor of
inductance L as shown. Att = 0 switch S
is closed. Then the current though the
inductor when energy in the capacitor is
three times energy of inductor is
A \( \cdot \frac{Q_{0}}{2 \sqrt{L C}} \)","Then the current though the
inductor when energy in the capacitor is
three times energy of inductor is
A \( \cdot \frac{Q_{0}}{2 \sqrt{L C}} \)",\( \frac{Q_{0}}{\sqrt{L C}} \),\( \frac{2 Q_{0}}{\sqrt{L C}} \),\( \frac{Q_{0}}{4 \sqrt{L C}} \),,Mechanics,Medium,1048,10,42,179,Medium,optics
"For a black body at a temperature of
\( 727^{\circ} \mathrm{C}, \) Its radiated power is 60 watt
and temperature of the surrounding is
\( 227^{\circ} \mathrm{C} \) If the temperature of the black
body is changed to \( 1227^{\circ} \mathrm{C} \), Then its radiating power will be
\( \mathbf{A} \cdot 304 W \)
B. 320 W
c. \( 240 W \)
D. \( 120 W \)",Physics,,,,,,,Mechanics,Medium,1096,1,30,66,Easy,mechanics
"A \( 1 \mathrm{m} \) long uniform beam is being
balanced as shown. Calculate the force
\( F \)
\( A \cdot 2 N \)
B. 3 N
c. 7 n
\( D \)",Physics,,,,,,,Kinematics,Easy,1091,4,32,86,Easy,kinematics
"Which of the following properties of light conclusively support wave theory of light?
A. Light obeys laws of reflection
B. Speed of light in water is smaller than the speed in vacuum
c. Light doesn't show interferrence
D. Light shows photoelectric effect",Physics,Which of the following properties of light conclusively support wave theory of light?,Light obeys laws of reflection,Speed of light in water is smaller than the speed in vacuum,Light doesn't show interferrence,Light shows photoelectric effect,,Optics,Easy,1094,1,35,170,Easy,optics
"Three observers \( A, B \) and \( C \) measure the speed of light coming from a source
as \( v_{A}, v_{B} \) and \( v_{C} . \) Observer \( A \) moves
towards the source, \( C \) moves away from source and \( B \) stays stationary. The surrounding medium is water. If \( A \) and C are moving at the same speed, then This question has multiple correct options
A \( \cdot v_{A}>v_{B}>v_{C} \)
в. \( v_{A}<v_{B}<v_{C} \)
c. \( v_{A}=v_{B}=v_{C} \)
D. \( v_{B}=\frac{1}{2}\left(v_{C}+v_{A}\right) \)",Physics,,,,,,,Optics,Easy,1077,1,29,230,Easy,optics
"Why are NOR gates considered as
universal gates?",Physics,,,,,,,Other,Unknown,1031,10,40,33,Medium,electricity
"In Young's double slit experiment, the
ratio of maximum to minimum
intensities of the fringe system is 4: 1 The amplitudes of the coherent sources are in the ratio:
A . 4: 1
B. 3: 1
c. 2: 1
D. 1: 1",Physics,,,,,,,Other,Unknown,1015,6,74,176,Hard,thermodynamics
"Energy cannot be measured in
A . \( J s \)
в. \( W \) s
\( c . k W h \)
D. erg",Physics,,,,,,,Mechanics,Medium,1093,1,96,86,Hard,thermodynamics
"You are provided with a narrow and parallel beam of light. State how you will determine experimentally, whether it is a beam of ordinary(unpolarised) light, partially polarised light or completely polarised light.",Physics,,,,,,,Optics,Easy,1061,10,35,160,Easy,optics
"Two parallel plate air capacitors of
same capacity' \( C^{\prime} \) are connected in
series to a battery of emf ' \( E^{\prime} . \) Then one
of the capacitors is completely filled
with dielectric material of constant \( ^{\prime} \boldsymbol{K}^{\prime} \)
The change in the effective capacity of
the series combination is
A \( \cdot \frac{C}{2}\left[\frac{K-1}{K+1}\right] \)
B \( \cdot \frac{2}{C}\left[\frac{K-1}{K+1}\right] \)
c. \( \frac{C}{2}\left[\frac{K+1}{K-1}\right] \)
\( ^{\mathrm{D}} \cdot \frac{C}{2}\left[\frac{K-1}{K+1}\right]^{2} \)",Physics,,,,,,,Electricity,Hard,1091,10,73,100,Hard,thermodynamics
"What is the depletion region in pn
junction?",Physics,,,,,,,Other,Unknown,1007,1,98,196,Hard,kinematics
"A trolley is moving horizontally with a velocity of \( v \) m/s w.r.t. earth. A man
starts running in the direction of
motion of trolley from one end of trolley
with a velocity \( 1.5 v \) m/ \( s \) w.r.t. the trolley. After reaching the opposite end, the man turns back and continues running
with a velocity of1.5 \( \boldsymbol{v} \boldsymbol{m} / \boldsymbol{s} \) w.r.t. trolley
in the backward direction. If the length
of the trolley is \( \mathrm{L} \), then the displacement
of the man with respect to earth,
measured as a function of time, will
attain a maximum value of
A \( \cdot \frac{4}{3} L \)
B. \( \frac{2}{3} L \)
c. \( \frac{5 L}{3} \)
D. \( 1.5 L \)",Physics,,,,,,,Kinematics,Easy,1061,8,82,251,Hard,kinematics
"The acceleration - time graph for a particle in rectilinear motion is as
shown in the figure. Find the average
acceleration in first twenty seconds.
\( A \cdot 10 m s^{-2} \)
B. \( 15 \mathrm{ms}^{-2} \)
\( \mathrm{c} \cdot 20 \mathrm{ms}^{-2} \)
D. \( 25 \mathrm{ms}^{-2} \)",Physics,,,,,,,Kinematics,Easy,1034,6,54,204,Medium,electricity
"A particle doing S.H.M. having
amplitude \( 5 \mathrm{cm}, \) mass \( 5 \mathrm{kg} \) and angular
frequency 5 is 1 cm from mean position.
Find potential energy and kinetic
energy.
\( \mathbf{A} \cdot K \cdot E .=150 \times 10^{-4} J . P . E .=6.25 \times 10^{-4} J \)
B . \( K . E .=6.25 \times 10^{-4} J . P . E .=150 \times 10^{-3} J \)
C \( . K . E .=6.25 \times 10^{-4} J . P . E .=6.25 \times 10^{-4} J \)
D . \( K . E .=150 \times 10^{-3} \mathrm{J.P.E.}=150 \times 10^{-4} \mathrm{J} \)",Physics,,,,,,,Mechanics,Medium,1055,7,75,216,Hard,thermodynamics
"A block of mass \( 2.9 \mathrm{kg} \) slides over a frictional floor. If it slides \( 10 \mathrm{m} \) in \( 5 \mathrm{s} \)
before coming to rest. Calculate the force of friction on the ball.
A . - 4N
B . - 1.6
c. - 0.8N
D. - 5N
E . - 2.32N",Physics,,,,,,,Kinematics,Easy,1042,9,89,144,Hard,kinematics
"When \( 1 g \) of water \( \operatorname{at} 0^{\circ} C \) and \( 1 \times \) \( 10^{5} N / m^{2} \) pressure is converted into
ice of volume \( 1.091 \mathrm{cm}^{3} \), the external
work done will be:
A. 0.0091 joule
B. 0.0182 joule
c. -0.0091 joule
D. - 0.0182 joule",Physics,"When \( 1 g \) of water \( \operatorname{at} 0^{\circ} C \) and \( 1 \times \) \( 10^{5} N / m^{2} \) pressure is converted into
ice of volume \( 1.091 \mathrm{cm}^{3} \), the external
work done will be:",0.0091 joule,0.0182 joule,-0.0091 joule,- 0.0182 joule,,Mechanics,Medium,1064,2,33,60,Easy,mechanics
"In a moving coil galvanometer, the
deflection \( (\Phi) \) on the scale by a pointer attached to the spring is
\( ^{\mathrm{A}} \cdot\left(\frac{N A}{k B}\right) I \)
в. \( \left(\frac{N}{k A B}\right) I \)
\( ^{\mathbf{c}} \cdot\left(\frac{N A B}{k}\right) I \)
D. \( \left(\frac{N A B}{k I}\right) \)",Physics,,,,,,,Other,Unknown,1025,2,22,87,Easy,other
"A body is suspended from a spring balance kept in a satellite The reading
of the balance is \( W_{1} \) when the satellite
goes in an orbit of radius \( R \) and is \( W_{2} \)
when it goes in an orbit of radius \( 2 R \) Then
A. \( W_{1}=W_{2} \)
B. \( W_{1}<W_{2} \)
\( \mathbf{c} \cdot W_{1}>W_{2} \)
D. \( W_{1} \neq W_{2} \)",Physics,,,,,,,Other,Unknown,1043,6,91,65,Hard,kinematics
The flow speeds of air on the lower and upper surfaces of the wing of an aeroplane are \( v \) and respectively.The density of air is \( \mathrm{p} \) and surface area of wings is A.The dynamic lift on the wing is-,Physics,,,,,,,Other,Unknown,1027,3,53,127,Medium,mechanics
"An air bubble of radius \( 1.0 \mathrm{cm} \) rises
with a constant speed of 3.5 mm/s
through a liquid of density \( 1.75 \times \) \( 10^{3} k g / m^{3} . \) The coefficient of viscosity
of the liquid is: (Neglect the density of
air)
A \( \cdot 109 \mathrm{Ns} / \mathrm{m}^{2} \)
В. \( 10.9 \mathrm{Ns} / \mathrm{m}^{2} \)
c. \( 1.09 \mathrm{Ns} / \mathrm{m}^{2} \)
D. \( 0.109 \mathrm{Ns} / \mathrm{m}^{2} \)",Physics,,,,,,,Other,Unknown,1082,1,71,34,Hard,kinematics
"The phase difference between the instantaneous velocity and acceleration of a particle executing simple harmonic motion is:-
A. zero
в. \( 0.5 \pi \)
\( c \)
D. \( 0.707 \pi \)",Physics,,,,,,,Kinematics,Easy,1061,2,81,187,Hard,thermodynamics
"The mutual inductance of a pair of coils, each of \( \mathrm{N} \) turn, be M henry. If a current of i ampere in one of the coils is brought to zero in \( t \) second, the emf induced per turn in the other coil, in volt will be
A \( \cdot \frac{M i}{t} \)
в. \( \frac{N M i}{t} \)
c. \( \frac{M N}{i t} \)
D. \( \frac{M^{i}}{N t} \)",Physics,,,,,,,Electricity,Hard,1007,4,63,70,Medium,optics
"Is force needed to keep a moving body in motion? Which one of the Newton's laws
follow this ?
A. No, first law
B. Yes, third law
c. No, second law
D. Yes, first law.",Physics,"Is force needed to keep a moving body in motion? Which one of the Newton's laws
follow this ?","No, first law","Yes, third law","No, second law","Yes, first law.",,Kinematics,Easy,1028,4,95,130,Hard,kinematics
"The points moving downwards is/are
\( A \)
\( B \)
\( c \cdot d \)
D",Physics,,,,,,,Other,Unknown,1092,4,86,171,Hard,thermodynamics
"An electron is projected so that it crosses three different regions of space
as shown. if \( B_{1}, B_{2} \) and \( B_{3} \) are the
magnetic field in the region,then:
\( A \cdot B_{1} \) is inward
B. \( B_{2} \) is outward
\( c \cdot B_{3} \) is inward
D. All of these",Physics,,,,,,,Modern Physics,Hard,1053,10,21,133,Easy,modern physics
"Two small equal point charges of magnitude \( q \) are suspended from a
common point o the ceiling by insulating massless strings of equal lengths. They come to equilibrium with
each string making angle \( \theta \) from the
vertical. If the mass of each charge is \( m \)
\( \mathrm{m}, \) then the electrostatic potential at
the center of line joining them will be \( \left(\frac{1}{4 \pi \epsilon_{0}}=K\right) \)
A \( .2 \sqrt{k / m g \tan \theta} \)
B . \( \sqrt{k m g \tan \theta} \)
c. \( 4 \sqrt{k / m g \tan / \theta} \)
D. \( 4 \sqrt{k m g \tan \theta} \)",Physics,,,,,,,Mechanics,Medium,1017,6,47,254,Medium,electricity
"A thin, symmetric double convex lens of
power \( \boldsymbol{P} \) is cut into three parts \( \boldsymbol{A}, \boldsymbol{B} \)
and \( C \) as shown. The power of
This question has multiple correct options
A \( . A \) is \( P \)
B. \( A \) is \( 2 P \)
\( \mathbf{c} \cdot B \) is \( P / 2 \)
D. \( C \) is \( P / 4 \)",Physics,,,,,,,Optics,Easy,1031,7,33,152,Easy,optics
"An ideal gas having initial pressures \( \boldsymbol{P} \)
volume \( V \) and temperature \( R \) is allowed
to expand adiabatically until its volume
becomes \( 5.66 V \) while its temperature falls to \( \boldsymbol{T} / \mathbf{2} \)
Obtain the work done by the gas during the expansion as a function of initial pressure \( \boldsymbol{P} \) and volume \( \boldsymbol{V} \)",Physics,,,,,,,Mechanics,Medium,1084,2,59,162,Medium,mechanics
"Figure shows the variation of the
internal energy \( U \) with density \( \rho \) of one
mole of an ideal monatomic gas for thermodynamic cycle ABCA. Here process \( A B \) is a part of rectangular
hyperbola
A. process AB is isothermal \& net work in cycle is done
on gas
B. process AB is isothermal \& net work in cycle is done by the gas
c. process AB is isobaric \& net work in cycle is done on the gas
D. process AB is adiabatic \& net work in cycle is done by
gas",Physics,,,,,,,Mechanics,Medium,1043,5,73,83,Hard,kinematics
"The bullet fired from a gun gets heated on striking a target because
A. it loses energy
B. mechanical energy is converted in to heat energy
c. of latent heat
D. specific heat",Physics,The bullet fired from a gun gets heated on striking a target because,it loses energy,mechanical energy is converted in to heat energy,of latent heat,specific heat,,Mechanics,Medium,1056,7,73,199,Hard,thermodynamics
"In the given network, the current flowing
through \( 15 \Omega \) resistance is
\( \mathbf{A} \cdot 0.8 A \)
B. \( 1.0 A \)
\( c .1 .2 A \)
D. \( 1.4 A \)",Physics,,,,,,,Mechanics,Medium,1086,1,98,46,Hard,kinematics
"A 6 volt battery is connected to the terminals of the three metre long wire of uniform thickness and the resistance of
100\Omega. The difference of potential between two points on the wire
separated by a distance of \( 50 \mathrm{cm} \) will be
A . \( 1.5 v \)
B. 3V
\( c .3 .5 v \)
D. \( 1 \mathrm{v} \)",Physics,,,,,,,Kinematics,Easy,1074,7,47,56,Medium,optics
"A bus starts from rest moving with acceleration \( 2 m / s^{2} . \) A cyclist \( 96 m \)
behind the bus starts simultaneously towards the bus at \( 20 m / s . \) At what
earliest time the cyclist will be able to overtake the bus:
\( \mathbf{A} \cdot 8 s \)
B. \( 10 s \)
\( c \cdot 12 s \)
D. \( 14 s \)",Physics,,,,,,,Kinematics,Easy,1021,8,74,137,Hard,thermodynamics
"For the circuit shown, what is the
current (in \( \mathrm{mA} \) ) in the ideal inductor
when the current in the battery is \( 0.50 A \)
in the direction shown",Physics,,,,,,,Electricity,Hard,1022,10,98,211,Hard,kinematics
"An \( L C R \) circuit has \( L=10 m H, R= \)
\( 150 \Omega \) and \( C=1 \mu F \) connected in
series to a source of \( 150 \sqrt{2} \) cos \( \omega t \) volt.
At a frequency that is \( 50 \% \) of the resonant frequency, calculate the average power (in \( \boldsymbol{w} \boldsymbol{a} \boldsymbol{t} \boldsymbol{t} \) ) dissipated per
cycle.",Physics,,,,,,,Mechanics,Medium,1021,3,80,182,Hard,thermodynamics
"Assertion
For good conductors, the \( \boldsymbol{I}-\boldsymbol{V} \) graph is
a perfect straight line inclined to current axis.
Reason
By Ohm's law, voltage across the ends of a conductor is directly proportional to the resistance of the conductor.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",Physics,"Assertion
For good conductors, the \( \boldsymbol{I}-\boldsymbol{V} \) graph is
a perfect straight line inclined to current axis.
Reason
By Ohm's law, voltage across the ends of a conductor is directly proportional to the resistance of the conductor.",Both Assertion and Reason are correct and Reason is the correct explanation for Assertion,Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion,Assertion is correct but Reason is incorrect,Both Assertion and Reason are incorrect,,Kinematics,Easy,1002,8,86,61,Hard,kinematics
"If the number of turns and length of the long solenoid are doubled without
changing the area, then its self-
inductance \( L \) will be:
A . same
B. 2 times
c. 3 times
D. 4 times",Physics,,,,,,,Other,Unknown,1073,6,79,86,Hard,thermodynamics
"Calculate the wave number and
frequency of radiation having wavelength \( 5800 \lambda \)
\( \left(172400 c m^{-1}, 5.172 \times 10^{14} c y \operatorname{cles} s^{-1}\right) \)",Physics,,,,,,,Other,Unknown,1047,9,94,50,Hard,thermodynamics
"If the average life time of an excited state of hydrogen is of the order of \( 10^{-8} s, \) estimate how many orbits an electron makes when it is in the state
\( n=2 \) before it suffers a transition to
state \( n=2\left(\text { Bohr radius } a_{0}=5.3 \times\right. \)
\( \left.10^{-11} m\right) ? \)",Physics,,,,,,,Modern Physics,Hard,1065,9,85,254,Hard,kinematics
"Two copper rods of the same length, but
of different diameters of cross section
are given the same amount of heat.
Assuming no heat losses:
A. Thick rod expands more linearly
B. Thin rod expands more linearly
C. Both rods expand equally linearly
D. For large quantities of heat thick rod expands more and thin rod expands more for small quantities of heat.",Physics,"Two copper rods of the same length, but
of different diameters of cross section
are given the same amount of heat.
Assuming no heat losses:",Thick rod expands more linearly,Thin rod expands more linearly,Both rods expand equally linearly,For large quantities of heat thick rod expands more and thin rod expands more for small quantities of heat.,,Thermodynamics,Medium,1046,7,29,246,Easy,thermodynamics
"Q Type your question
with time according to the equation
\( \boldsymbol{x}=\mathbf{4}-\mathbf{2} \boldsymbol{t}+\boldsymbol{t}^{2} . \) The speed of the
particle will vary with time as
\( A \)
B.
\( c \)
\( D \)",Physics,,,,,,,Other,Unknown,1038,10,68,34,Medium,electricity
