Questions,Subject,cleaned_question,topic,Topic_Difficulty,student_id,quiz_attempt,score,time_taken,difficulty,recommended_next_topic,question,option_1,option_2,option_3,option_4,correct_answer
"Consider an experiment where Electric current is flowing in a wire. It is observed that clockwise magnetic field is produced around the wire. A teacher decides to reverse the direction of
source battery which results in reversal
of electrical current. What will be the
effect on magnetic field?
A. Magnetic field disappears
B. Direction of field lines reverse
C. Field lines changes direction to parallel to wire
D. None of the above",Physics,consider experiment electric current flowing wire observed clockwise magnetic field produced around wire teacher decides reverse direction source battery result reversal electrical current effect magnetic field magnetic field disappears direction field line reverse field line change direction parallel wire none,Electricity,Hard,1053,7,57,105,Medium,optics,"Consider an experiment where Electric current is flowing in a wire. It is observed that clockwise magnetic field is produced around the wire. A teacher decides to reverse the direction of
source battery which results in reversal
of electrical current. What will be the
effect on magnetic field?",Magnetic field disappears,Direction of field lines reverse,Field lines changes direction to parallel to wire,None of the above,
"A neutron, a proton, an electron and an
\( \boldsymbol{\alpha}- \) particle enter a region of uniform
magnetic field with the same velocities.
The magnetic field is perpendicular and
directed into the plane of the paper. The
tracks of the particles are labelled in
the figure. The electron follows the track
Q Magnetic field
\( A . D \)
B. \( B \)
\( c \cdot C \)
\( \mathbf{D} \cdot A \)",Physics,neutron proton electron boldsymbolalpha particle enter region uniform magnetic field velocity magnetic field perpendicular directed plane paper track particle labelled figure electron follows track magnetic field cdot mathbfd cdot,Kinematics,Easy,1066,2,61,282,Medium,mechanics,,,,,,
"Bi-focal lens is required to correct:
A. cataract
B. astigmatism
c. myopia
D. presbyopia",Physics,bifocal lens required correct cataract astigmatism myopia presbyopia,Optics,Easy,1058,7,32,274,Easy,optics,Bi-focal lens is required to correct:,cataract,astigmatism,myopia,presbyopia,
"Sea breeze blows
A. During day
B. During night
C. Throughout day and night
D. None of these",Physics,sea breeze blow day night throughout day night none,Other,Unknown,1032,1,43,246,Medium,electricity,Sea breeze blows,During day,During night,Throughout day and night,None of these,
"Which of the following cannot be in equilibrium?
A. \( 10 N, 10 N, 5 N \)
\( N \)
B. \( 5 N, 7 N, 9 N \)
c. \( 8 N, 4 N, 13 N \)
D. \( 9 N, 6 N, 5 N \)",Physics,following cannot equilibrium 10 10 13,Other,Unknown,1022,8,47,190,Medium,mechanics,Which of the following cannot be in equilibrium?,"\( 10 N, 10 N, 5 N \)
\( N \)","\( 5 N, 7 N, 9 N \)","\( 8 N, 4 N, 13 N \)","\( 9 N, 6 N, 5 N \)",
"Select correct definition of light year:
A. The distance travelled by the light in a year
B. The distance travelled by the atoms in a year
C. The distance travelled by the earth in a year
D. The distance travelled by the sound in a year",Physics,select correct definition light year distance travelled light year distance travelled atom year distance travelled earth year distance travelled sound year,Optics,Easy,1024,9,21,164,Easy,optics,Select correct definition of light year:,The distance travelled by the light in a year,The distance travelled by the atoms in a year,The distance travelled by the earth in a year,The distance travelled by the sound in a year,
"The adjacent sides of a paralleleogram \( \operatorname{are} \vec{A}=2 \hat{i}-3 \hat{j}+\hat{k} \quad \) and \( \quad \vec{B}= \)
\( -2 \hat{i}+4 \hat{j}-\hat{k} \) What is the area of the
parallelogram?
A. 4 units
B. 7units
c. \( \sqrt{5} \) units
D. \( \sqrt{8} \) units",Physics,adjacent side paralleleogram operatornameare veca2 hati3 hatjhatk quad quad vecb hati4 hatjhatk area parallelogram unit 7units sqrt5 unit sqrt8 unit,Other,Unknown,1060,6,91,199,Hard,thermodynamics,"The adjacent sides of a paralleleogram \( \operatorname{are} \vec{A}=2 \hat{i}-3 \hat{j}+\hat{k} \quad \) and \( \quad \vec{B}= \)
\( -2 \hat{i}+4 \hat{j}-\hat{k} \) What is the area of the
parallelogram?",4 units,7units,\( \sqrt{5} \) units,\( \sqrt{8} \) units,
"Four charges are placed at the
circumference of the dial of a clock as
shown in figure. If the clock has only
hour hand, then the resultant force on a
positive charge \( q_{0} \) placed at the centre,
points in the direction which shows the
time as :-
A . 1: 30
B. 7:30
\( c \cdot 4: 30 \)
D. 10: 30",Physics,four charge placed circumference dial clock shown figure clock hour hand resultant force positive charge q_0 placed centre point direction show time 30 730 cdot 30 10 30,Mechanics,Medium,1012,8,30,135,Easy,mechanics,,,,,,
"A glass slab has concave surface of
radius of curvature \( 2.0 \mathrm{cm} . \) The glass
has refractive index of \( 1.5 . \) If a point object is placed on axis in air at a
distance of \( 18 \mathrm{cm} \) from concave face,
find the position and nature of the image.",Physics,glass slab concave surface radius curvature 20 mathrmcm glass refractive index 15 point object placed axis air distance 18 mathrmcm concave face find position nature image,Optics,Easy,1015,1,78,136,Hard,thermodynamics,,,,,,
"In the figure, resistivities of two
conductors of same material are \( \rho_{1} \Omega \)
\( m \) and \( \rho_{2} \Omega-m \) respectively. Write the
value of ratio of \( \rho_{1} \) and \( \rho_{2} \)",Physics,figure resistivity two conductor material rho_1 omega rho_2 omegam respectively write value ratio rho_1 rho_2,Other,Unknown,1090,5,31,254,Easy,other,,,,,,
"Let a total charge \( 2 Q \) be distributed in a
sphere of radius \( R, \) with the charge
density given by \( \rho(r)=k r, \) where \( r \) is
the distance from the centre. Two
charges \( A \) and \( B, \) of \( -Q \) each, are
placed on diametrically opposite points, at equal distance, a form the centre. If \( \boldsymbol{A} \)
and \( B \) do not experience any force, then:
A \( \cdot a=\frac{3 R}{2^{1 / 4}} \)
B. \( a=\frac{R}{\sqrt{3}} \)
C \( \cdot a=8^{-1 / 4} R \)
D . \( a=2^{-1 / 4} R \)",Physics,let total charge distributed sphere radius charge density given rhork distance centre two charge placed diametrically opposite point equal distance form centre boldsymbola experience force cdot afrac3 r21 afracrsqrt3 cdot a81 a21,Mechanics,Medium,1083,1,21,43,Easy,mechanics,,,,,,
"A \( 2 \mathrm{kg} \) object moving with the speed of 2 \( \mathrm{m} / \mathrm{s} \) collides with \( 4 \mathrm{kg} \) objects, which is at rest. if the final velcocities of the
odjects are same, then what would be
the final velocity?
A \( \cdot \frac{2}{3} \mathrm{m} / \mathrm{s} \)
в. \( \frac{1}{3} \mathrm{m} / \mathrm{s} \)
c. \( \frac{2}{5} \) m/s
D. \( \frac{3}{5} \mathrm{m} / \mathrm{s} \)",Physics,mathrmkg object moving speed mathrmm mathrms collides mathrmkg object rest final velcocities odjects would final velocity cdot frac23 mathrmm mathrms frac13 mathrmm mathrms frac25 m frac35 mathrmm mathrms,Kinematics,Easy,1025,10,38,262,Easy,kinematics,,,,,,
"The rate of recombination or generation
are governed by the law(s) of
A. Mass conservation
B. Electrical neutrality
c. Thermodynamics
D. chromodynamics",Physics,rate recombination generation governed law mass conservation electrical neutrality thermodynamics chromodynamics,Mechanics,Medium,1043,10,77,127,Hard,thermodynamics,"The rate of recombination or generation
are governed by the law(s) of",Mass conservation,Electrical neutrality,Thermodynamics,chromodynamics,
"The work done in carrying a charge \( q \) once round a circle of radius a with a
charge \( Q \) at its centre is:
A \( \cdot \frac{q Q}{4 \pi \varepsilon_{0} a} \)
в. \( \frac{q Q}{4 \pi \varepsilon_{0} a^{2}} \)
c. \( \frac{q}{4 \pi \varepsilon_{0} a} \)
D. zero",Physics,work done carrying charge round circle radius charge centre cdot fracq q4 pi varepsilon_0 fracq q4 pi varepsilon_0 a2 fracq4 pi varepsilon_0 zero,Mechanics,Medium,1059,6,72,149,Hard,kinematics,,,,,,
"The speed-time graph for a body is
shown in the given figure. The
displacement between \( t=1 \) second
and \( t=7 \) second is nearest to:
\( \mathbf{A} \cdot 1.5 m \)
В. 2 т
\( c .3 n \)
D. \( 4 m \)",Physics,speedtime graph body shown given figure displacement t1 second t7 second nearest mathbfa cdot 15,Kinematics,Easy,1099,5,35,41,Easy,kinematics,,,,,,
"The magnetic field energy in an inductor changes from maximum value to minimum value in \( 5.0 m s, \) when
connected to an \( A C \) source. The
frequency of the source is
\( A \cdot 20 H z \)
B. 50 Н
c. 200 н \( z \)
D. 500 нz",Physics,magnetic field energy inductor change maximum value minimum value 50 connected source frequency source cdot 20 50 200 500 нz,Mechanics,Medium,1044,9,40,198,Medium,mechanics,,,,,,
"Find the focal length of a convex mirror
whose radius of curvature is \( 32 \mathrm{cm} \)",Physics,find focal length convex mirror whose radius curvature 32 mathrmcm,Optics,Easy,1041,9,26,157,Easy,optics,,,,,,
"The velocity of a helium nucleus travelling in a curved path in a magnetic field is \( V \). The velocity of a proton moving in the same curved path in the same magnetic field is :
A. \( V \)
в. \( 4 V \)
\( c \cdot 2 V \)
D. \( V / 2 \)",Physics,velocity helium nucleus travelling curved path magnetic field velocity proton moving curved path magnetic field cdot,Kinematics,Easy,1039,1,46,85,Medium,mechanics,,,,,,
"Water rises to a height of \( 10 \mathrm{cm} \) in a
capillary tube and mercury falls to a depth of the same capillary tube. If the density of water is \( 1 \mathrm{gm} / \mathrm{c} . \mathrm{c} \) and its
angle of contact is \( 0^{\circ}, \) then the ratio of
such of two liquids is \( \left(\cos 135^{\circ}=0.7\right) \)",Physics,water rise height 10 mathrmcm capillary tube mercury fall depth capillary tube density water mathrmgm mathrmc mathrmc angle contact 0circ ratio two liquid leftcos 135circ07right,Other,Unknown,1043,6,60,200,Medium,mechanics,,,,,,
"The change in emitter current by \( 2.1 \mathrm{mA} \) results in change of \( 2 \mathrm{mA} \) in the collector current and a change of \( 0.05 V \) in the emitter base voltage. The input resistance is
A . \( 5 K \Omega \)
в. зкл
c. 1 К \( \Omega \)
D. 0.5к.",Physics,change emitter current 21 mathrmma result change mathrmma collector current change 005 emitter base voltage input resistance omega зкл omega 05к,Electricity,Hard,1069,2,42,280,Medium,mechanics,,,,,,
"A plane progressive wave of frequency \( 25 H z, \) amplitude \( 2.5 \times 10^{-5} m \) and
initial phase zero moves along the negative x-direction with a velocity of
\( 300 m s^{-1} . A \) and \( B \) are two points \( 6 m \)
a part on the line of propagation of the wave. At any instant the phase difference between \( A \) and \( B \) is \( \Theta \). The
maximum difference the displacement of the particles at \( A \) and \( B \) is \( \Delta, \) then This question has multiple correct options
\( \mathbf{A} \cdot \Theta=\pi \)
B \( \cdot \Theta=0 \)
c. \( \Delta=0 \)
D. \( \Delta=5 \times 10^{-5} m \)",Physics,plane progressive wave frequency 25 amplitude 25 time 105 initial phase zero move along negative xdirection velocity 300 s1 two point part line propagation wave instant phase difference theta maximum difference displacement particle delta question multiple correct option mathbfa cdot thetapi cdot theta0 delta0 delta5 time 105,Kinematics,Easy,1001,8,56,123,Medium,optics,,,,,,
"The relationship between \( Y, \eta \) and \( \sigma \) is
\( \mathbf{A} \cdot Y=2 \eta(1+\sigma) \)
B \( . \eta=2 Y(1+\sigma) \)
c. \( \sigma=\frac{2 Y}{(1+\eta)} \)
D. \( Y=\eta(1+\sigma) \)",Physics,relationship eta sigma mathbfa cdot y2 eta1sigma eta2 y1sigma sigmafrac2 y1eta yeta1sigma,Other,Unknown,1047,9,79,143,Hard,kinematics,,,,,,
"At room temperature \( \left(27.0^{\circ} \mathrm{C}\right) \) the
resistance of a heating element is \( 100 \Omega \) What is the temperature of the element if the resistance is found to be
\( 117 \Omega, \) given that the temperature coefficient of the material of the
resistor is \( 1.70 \times 10^{-4} C^{-1} \)",Physics,room temperature left270circ mathrmcright resistance heating element 100 omega temperature element resistance found 117 omega given temperature coefficient material resistor 170 time 104 c1,Thermodynamics,Medium,1017,9,52,269,Medium,electricity,,,,,,
"Q Type your question.
negligible resistance (Fig 3.126). The
rails are connected to each other at the
bottom by a resistanceless rail paralle
to the wire so that the wire and the rails
form a closed rectangular conducting
loop. The plane of the rails makes an
angle \( \theta \) with the horizontal and a
uniform vertical magnetic field of
induction B exist throughout the region.
Find the steady-state velocity of the
wire.
A. \( m g=\sin \theta \)
B. \( \frac{m g}{R} \frac{\sin ^{2} \theta}{B^{2} l^{2} \cos ^{2} \theta} \)
c. \( \frac{m g R \sin \theta}{B^{2} l^{2} \cos ^{2} \theta} \)
D. \( \operatorname{mgr} \frac{\sin ^{2} \theta}{B^{2} / 2 \cos \theta} \)",Physics,type question negligible resistance fig 3126 rail connected bottom resistanceless rail paralle wire wire rail form closed rectangular conducting loop plane rail make angle theta horizontal uniform vertical magnetic field induction exist throughout region find steadystate velocity wire gsin theta fracm gr fracsin thetab2 l2 co theta fracm sin thetab2 l2 co theta operatornamemgr fracsin thetab2 co theta,Kinematics,Easy,1029,6,56,205,Medium,mechanics,"Q Type your question.
negligible resistance (Fig 3.126). The
rails are connected to each other at the
bottom by a resistanceless rail paralle
to the wire so that the wire and the rails
form a closed rectangular conducting
loop. The plane of the rails makes an
angle \( \theta \) with the horizontal and a
uniform vertical magnetic field of
induction B exist throughout the region.
Find the steady-state velocity of the
wire.",\( m g=\sin \theta \),\( \frac{m g}{R} \frac{\sin ^{2} \theta}{B^{2} l^{2} \cos ^{2} \theta} \),\( \frac{m g R \sin \theta}{B^{2} l^{2} \cos ^{2} \theta} \),\( \operatorname{mgr} \frac{\sin ^{2} \theta}{B^{2} / 2 \cos \theta} \),
"Which is represented by the electric current?
A. Charge per unit volume
B. Charge per unit time
c. charge per unit area
D. Both A.and B",Physics,represented electric current charge per unit volume charge per unit time charge per unit area aand,Electricity,Hard,1014,3,27,246,Easy,electricity,Which is represented by the electric current?,Charge per unit volume,Charge per unit time,charge per unit area,Both A.and B,
"A boy is moving on a straight road against a frictional force of \( 5 N . \) After
travelling a distance of \( 1.5 k m, \) he forgets the correct path at a round about (see fig.) of radius \( 100 m \) However, he moves on the circular path
for one and half cycle and then he moves
forward upto \( 2.0 k m . \) Calculate the work
done by him \( (\pi=3.14) \)",Physics,boy moving straight road frictional force travelling distance 15 forgets correct path round see fig radius 100 however move circular path one half cycle move forward upto 20 calculate work done pi314,Mechanics,Medium,1098,1,77,159,Hard,thermodynamics,,,,,,
